killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,,"Killer x,y coordinate",,,AKM,AWM,CROSSBOW,GRENADE,GROZA,KAR98,M16A4,M24,M249,M416,MicroUZI,Mini14,P18C,P1911,P92,R1895,S12K,S1897,S686,SCAR-L,SKS,Tommy Gun,UMP9,Vector,VSS,Win94,ERANGEL,MIRANMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKM,Spacemode,2,503369.1,406133.5,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1495,miniqiana,11,504002.3,406584.3,,503369.1406133.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,#unknown,24,437877.2,280759.4,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,178,SylarBreak,23,438569.2,280818.5,,437877.2280759.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1489,qingqingyu121,10,370542.3,361269,,
AKM,MitsuhaSakura,41,469007.8,639468.7,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,155,Snowzcone,44,470070.9,639671.6,,469007.8639468.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,SuperViolent,12,434142.2,199237.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,208,ReiYexia,27,433197.5,197663.3,,434142.2199237.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1628,YBgiane,8,393428.8,289432.3,,
AKM,Wildo,4,366553.6,406316.7,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,400,lsjishen,34,365941.7,405723.8,,366553.6406316.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,367390.2,347038.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135,Lancer_Sao,5,427673.1,352543.6,,367390.2347038.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,830,Illudian,69,0,0,,
AKM,mAkOeD101278__,5,163366.6,281607.1,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,487,Elisen,17,163119.2,281999.2,,163366.6281607.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,SuperViolent,12,411597.2,185951.4,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,331,Rockaiccc,18,404446.3,193964,,411597.2185951.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1768,JackieCOC,5,375642.7,119501.2,,
AKM,wry5173,7,445178.2,337286.6,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,507,anoosfeesting,16,449462.9,336773.7,,445178.2337286.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,381075.3,280834.7,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,780,#unknown,12,407802.8,246489,,381075.3280834.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,827,JINGRU,40,111230.4,478790.1,,
AKM,NineHours,10,364339.2,417049.9,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,461,LH_A1ICE,18,364939.6,417482.8,,364339.2417049.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,MrNhac,8,364596.8,432954.5,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,884,ZhanShen-BaiWan,10,366670.6,424545.8,,364596.8432954.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1336,Timor001,26,0,0,,
AKM,Hicin,26,389574.6,289679.7,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,249,SE7EN0301,35,391384.2,286871.5,,389574.6289679.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Limbo_Yamato,8,370979.8,428151,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,884,chinaanyi,10,361221.8,425819.3,,370979.8428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1335,JeffYuzZ,13,351351.1,250882.2,,
AKM,LiKuangRan,15,387202,118964.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,133,LuAnAn,40,386767.8,118908,,3.87E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,SuperViolent,12,399952,179802,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,331,#unknown,18,402157,188203.3,,4.00E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,832,TacyLamar,76,0,0,,
AKM,Gilles-de-KING,9,361280,395966.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,198,China_Cool,43,355992.9,400738.8,,3.61E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,#unknown,12,431792.8,184813.7,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,133,#unknown,27,431640.2,185447,,431792.8184813.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1382,huntetman,10,394218.9,219051.6,,
AKM,VSUPciwei,1,396662.7,307742.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1864,Babo-ABC,2,396531.8,304991.7,,396662.7307742.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,398383.3,280131,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,268,#unknown,20,432857.9,278070.8,,398383.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1278,liucainiao,16,250664.4,527392.1,,
AKM,VSUPciwei,1,387145.7,313930.2,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1792,DelevinC,3,388729.8,313930,,387145.7313930.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,349380.6,327626.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1021,H-Sii,8,366575.8,424470.9,,349380.6327626.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,837,lbt_1,55,0,0,,
AKM,LiKuangRan,15,386888.6,115383.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,219,Snail-z,40,387569.1,116193.1,,386888.6115383.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,348903.1,332489.3,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1054,duongpc,8,370948.3,426918.9,,348903.1332489.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1011,a2741458298,28,270295.9,364654.3,,
AKM,Xuyuan88,1,384718.9,315072.9,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1776,bjy520,3,385597.5,315398.9,,384718.9315072.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,369531.2,346066.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1150,Sojumoney,4,441372.2,278914.8,,369531.2346066.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,801,Oldboy26,19,444673.7,415427.4,,
AKM,YangLin233333,21,423913.9,326107.8,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,310,mcdodonald,33,420920.8,324385.6,,423913.9326107.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,435051.1,277987.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,392,ZETOUMAN,16,382624.2,294759.2,,435051.1277987.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1346,Gab1tza,9,355673.8,572076.8,,
AKM,Wanderer23333,21,422166.8,327937.6,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,268,zuoqi4281,33,421928.9,328134.9,,422166.8327937.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,367694.1,347067.2,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135,Lance688,5,428017.2,352709.7,,367694.1347067.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1468,ZR1125,5,388981.5,737833.3,,
AKM,Gilles-de-KING,9,361247.8,395928.5,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,191,5hpptkill,43,356090.6,400734.8,,361247.8395928.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,#unknown,3,426597.6,527244.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,337,lvmeng0816,17,427986.8,528003.4,,426597.6527244.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1400,Zou-ws,25,0,0,,
AKM,TheScarletFlower,25,417469.2,330103.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,665,YangLin233333,21,417447,329788.1,,417469.2330103.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,355255.8,320329,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1049,FengShao886,7,276280.3,336031.5,,355255.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1358,Graciebb,34,0,0,,
AKM,xvwangming,26,392153.6,286311.3,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,278,LibraHH,35,393994.9,286163.3,,392153.6286311.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,357862.1,316294.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,954,YZ--baby,9,302725.9,388568.8,,357862.1316294.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,797,lsls981,25,0,0,,
AKM,CocaCola01,4,347226.7,142356.4,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1477,PNW_Franco17,9,345692.8,141435.4,,347226.7142356.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,651651646,1,367168.4,347017.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135,leizong725,5,427997.6,352348,,367168.4347017.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,799,666HSP,28,0,0,,
AKM,CocaCola01,4,370007.6,170078.4,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1359,onebadplayer,11,371297,168383.7,,370007.6170078.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,#unknown,20,436029.6,277425.6,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,345,huliruichiji,,436222.8,276604.6,,436029.6277425.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,827,ZGJ111,25,0,0,,
AKM,CocaCola01,4,357546.8,246166.7,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1080,xiaopei214,24,357253.6,245785.9,,357546.8246166.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Dme2626,3,427755.1,530466.1,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,327,TAKEN585,17,427327.5,524542.2,,427755.1530466.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1399,cemszzdhwn2,28,0,0,,
AKM,Timor001,26,396302.9,308738.7,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,840,dengboyu76,35,398414.8,308418.2,,396302.9308738.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Malcolm_x,9,496989.8,312569.7,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1035,Relugar,22,497385.4,331528.2,,496989.8312569.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,876,jiaobaabaa,21,0,0,,
AKM,TB_dong,21,367417.5,264989.5,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,869,dduhgvb,32,368316.4,259026.8,,367417.5264989.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Snowzcone,44,466173.1,642295.2,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,92,GoochSlapper69,49,466214.9,641051.5,,466173.1642295.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1488,baizheruisb,10,681775.8,328785.1,,
AKM,d0ct0r_comunista,55,314337.5,355984.6,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,166,rinimabishagou,80,315840.4,355402.7,,314337.5355984.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,,,,,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1646,Naksam,8,475198.1,426731.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1486,susususu1234,11,683776.8,319481.1,,
AKM,Arnoxiong,3,281421.4,397809.2,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,727,nishigepipi,49,280583.6,396967.7,,281421.4397809.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,DevilBlood35,1,549587.6,594442.8,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,463,Post-0_0-Malone,31,552512.1,594664.4,,549587.6594442.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnZDcOwRYKzxWhbr5Jaxxjhp0cRvsI40iOQJdZyGBJb_mcf0ZjzNRGD,1755,qingnin521,4,697657.3,271718.9,,
AKM,Arnoxiong,3,283391,400400.2,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,666,Johnnie_Nutts,53,283043.8,400207.9,,2.83E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,UnknownJester,1,380997.1,424004.4,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,721,UnknownJester,,380997.1,424004.4,,380997.1424004.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1096,Kev47445,17,0,0,,
AKM,QcnnAoneQ,7,450573.3,299042.6,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,346,delaidfast,62,450429.8,299196.9,,450573.3299042.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Joki123321,36,414960.3,293064,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,221,mdzzcnmlgb,40,414813.2,293085.9,,414960.3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,CYH1111111,4,236332.2,458811.3,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1759,Wata_C,5,238148.5,460222,,236332.2458811.3
AKM,QcnnAoneQ,7,288064.6,265914.8,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,744,AtomicBrunette,47,288712,266447.1,,288064.6265914.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,ClaudeAuditore,19,374024.1,168617.3,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,723,TSGxGRAVE,26,369965.7,168535.6,,374024.1168617.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,847,Cayzi,23,0,0,,
AKM,LJCxhh,14,395278.3,291034.6,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1072,KiiQIU,25,392752.7,292995.1,,395278.3291034.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,Powfa,3,466951.2,369526.6,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1100,Sayonara_47,21,468927.8,369856.6,,466951.2369526.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,BronchoPride,18,0,0,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,956,KillinHD,17,137972.3,300789.8,,0
AKM,MTBE,23,367727.8,361541.6,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,656,M1R2,54,367872.3,361507.7,,367727.8361541.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,NoMersee,26,337554.9,160691.9,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,230,YoungYamulke,39,337866.8,173064,,337554.9160691.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,BlindUberDriver,1,249805,452607.9,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1771,Enziuh,3,250609.7,454037.2,,2.50E+11
AKM,CocaCola01,4,343592.3,138725.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,1523,Mnj153,8,344027,145986.5,,343592.3138725.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down and Out,,,,,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1489,Sam-sss,13,471400.7,366823.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluezone,,,,,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,2182,subzero3,2,579860.3,461319.6,,
